from_stop_id,to_stop_id,from_route_id,to_route_id,from_trip_id,to_trip_id,transfer_type,min_transfer_time
A1793,TM0060,,,,,2,301
A6655,A1793,,,,,2,389
A1793,A6655,,,,,2,389
A2508,A1606,,,,,2,392
A1606,A2508,,,,,2,392
TM0059,A1793,,,,,2,325
A1793,TM0059,,,,,2,325
A1607,A1606,,,,,2,589
A6651,A1793,,,,,2,506
A1793,A6651,,,,,2,506
TM0873,A1793,,,,,2,149
A1793,TM0873,,,,,2,149
TM0477,TB0728,,,,,2,751
TB0728,TM0477,,,,,2,751
A0132,A1793,,,,,2,495
A1793,A0132,,,,,2,495
A2435,A1793,,,,,2,377
A1793,A2435,,,,,2,377
A6646,A1793,,,,,2,70
TB1608,A1606,,,,,2,593
A1606,TB1608,,,,,2,593
A0262,A0263,,,,,2,51
A0263,A0262,,,,,2,51
A2676,A1793,,,,,2,601
A1793,A2676,,,,,2,601
TB0874,A1793,,,,,2,418
A1793,TB0874,,,,,2,418
A2444,A1793,,,,,2,446
A1793,A2444,,,,,2,446
TM0679,A1793,,,,,2,641
A1793,TM0679,,,,,2,641
A0539,TB0728,,,,,2,602
A6657,A1793,,,,,2,258
A1793,A6657,,,,,2,258
A0699,TB0728,,,,,2,705
TB0728,A0699,,,,,2,705
A6654,A1793,,,,,2,426
A1793,A6654,,,,,2,426
TB2805,TM0929,,,,,2,661
TM0929,TB2805,,,,,2,661
A2673,TB0728,,,,,2,708
TB0728,A2673,,,,,2,708
A0537,TB0728,,,,,2,705
TB1736,TM0929,,,,,2,551
TM0929,TB1736,,,,,2,551
A0746,TB0728,,,,,2,370
TB0728,A0746,,,,,2,370
A1440,A1355,,,,,2,519
A1355,A1440,,,,,2,519
A0871,A1793,,,,,2,445
A1793,A0871,,,,,2,445
A0928,TM0929,,,,,2,31
TM0929,A0928,,,,,2,31
A0538,TB0728,,,,,2,680
TB0728,A0538,,,,,2,680
TM0011,TM0929,,,,,2,265
A1817,A1793,,,,,2,178
A1793,A1817,,,,,2,178
A0625,TM0929,,,,,2,245
TM0929,A0625,,,,,2,245
A0874,A1793,,,,,2,418
A1793,A0874,,,,,2,418
TB0626,TM0929,,,,,2,420
TM0929,TB0626,,,,,2,420
A2670,TB0728,,,,,2,593
TB0728,A2670,,,,,2,593
TB0928,TM0929,,,,,2,53
A1609,A1606,,,,,2,17
A1606,A1609,,,,,2,17
A1793,TM0013,,,,,2,376
A0010,TM0929,,,,,2,360
TM0929,A0010,,,,,2,360
A1344,TM0929,,,,,2,460
TM0929,A1344,,,,,2,460
A0743,TB0728,,,,,2,398
TB0728,A0743,,,,,2,398
A6086,A0378,,,,,2,419
A6240,A1793,,,,,2,300
A6645,A1793,,,,,2,68
A6484,A1793,,,,,2,386
A6656,A1793,,,,,2,250
TB0162,A1793,,,,,2,489
A0378,A6091,,,,,2,435
TB0371,TB0370,,,,,2,137
TB1152,TB0370,,,,,2,349
TB0370,TB1155,,,,,2,453
TB1155,TB0370,,,,,2,453
A2647,TB0370,,,,,2,169
A2724,TB0370,,,,,2,305
A1983,TB0370,,,,,2,221
A2500,A1530,,,,,2,362
TM1154,TB0370,,,,,2,415
TB0370,TM1154,,,,,2,415
A1985,TB0370,,,,,2,578
TB0370,A1985,,,,,2,578
A0371,TB0370,,,,,2,137
TB0370,A0371,,,,,2,137
A1946,TB2041,,,,,2,463
TB2041,TB0471,,,,,2,733
TB0471,TB2041,,,,,2,733
TB2041,A6480,,,,,2,500
A6480,TB2041,,,,,2,500
TB2041,A1868,,,,,2,533
A1868,TB2041,,,,,2,533
A2108,TB2041,,,,,2,71
TB2041,A1103,,,,,2,460
A1103,TB2041,,,,,2,460
TB2041,TB2106,,,,,2,254
TB2106,TB2041,,,,,2,254
TB2041,TB1103,,,,,2,460
TB1103,TB2041,,,,,2,460
A0467,TB2041,,,,,2,758
TB2041,A2223,,,,,2,612
A2223,TB2041,,,,,2,612
A6034,TB2041,,,,,2,576
TM2228,A1044,,,,,2,304
A1044,TM0622,,,,,2,564
TM0622,A1044,,,,,2,564
A1044,A2570,,,,,2,593
A2570,A1044,,,,,2,593
A1044,TM2197,,,,,2,604
TM2197,A1044,,,,,2,604
A1044,TM0621,,,,,2,525
TM0621,A1044,,,,,2,525
A1044,TM2227,,,,,2,341
TM2227,A1044,,,,,2,341
A1044,A6453,,,,,2,157
A6453,A1044,,,,,2,157
A1044,A6609,,,,,2,423
A6609,A1044,,,,,2,423
A1044,TM6100,,,,,2,586
TM6100,A1044,,,,,2,586
A2229,A1044,,,,,2,251
A1044,TM0707,,,,,2,430
TM0707,A1044,,,,,2,430
A6392,A1032,,,,,2,547
A2679,A1032,,,,,2,282
A1032,A2679,,,,,2,282
TB1862,TB2041,,,,,2,425
TB2041,TB1862,,,,,2,425
A1348,A0833,,,,,2,372
A0833,A1348,,,,,2,372
A1957,A1530,,,,,2,323
A1530,A1957,,,,,2,323
A2014,TB0370,,,,,2,523
TB0370,A2014,,,,,2,523
TB2100,TB2041,,,,,2,168
TB2041,TB2100,,,,,2,168
A0936,A1530,,,,,2,170
A1530,A0936,,,,,2,170
TB1102,TB2041,,,,,2,470
TB2041,TB1102,,,,,2,470
TM0368,TB0370,,,,,2,6
TB0370,TM0368,,,,,2,6
A0075,A1530,,,,,2,387
A1530,A0075,,,,,2,387
A6178,TB0370,,,,,2,342
TB0370,A6178,,,,,2,342
TB6268,TB2041,,,,,2,375
TB2041,TB6268,,,,,2,375
A2821,TB2041,,,,,2,207
TB2041,A2821,,,,,2,207
TB2108,TB2041,,,,,2,71
TB2041,TB2108,,,,,2,71
A2117,TB2041,,,,,2,328
TB2041,A2117,,,,,2,328
A2214,TB2041,,,,,2,512
TB2041,A2214,,,,,2,512
A6613,A1044,,,,,2,490
A1044,A6613,,,,,2,490
A1152,TB0370,,,,,2,349
TB0370,A1152,,,,,2,349
TB1983,TB0370,,,,,2,221
TB0370,TB1983,,,,,2,221
TM1045,A1044,,,,,2,158
A1044,TM1045,,,,,2,158
TB1986,TB0370,,,,,2,405
TB0370,TB1986,,,,,2,405
TM0708,A1044,,,,,2,421
A1044,TM0708,,,,,2,421
TB2396,TB2041,,,,,2,320
TB2041,TB2396,,,,,2,320
A2040,TB2041,,,,,2,293
TB2041,A2040,,,,,2,293
A1102,TB2041,,,,,2,470
A0303,TB2041,,,,,2,143
TB2041,A0303,,,,,2,143
A0471,TB2041,,,,,2,748
TB2041,A0471,,,,,2,748
TB2222,TB2041,,,,,2,467
TB2041,TB2222,,,,,2,467
A1947,TB2041,,,,,2,449
TB2041,A1947,,,,,2,449
TB0255,TB0370,,,,,2,453
TB0370,TB0255,,,,,2,453
A1155,TB0370,,,,,2,439
A0166,TB2041,,,,,2,305
TB2041,A0166,,,,,2,305
TB2724,TB0370,,,,,2,305
TB0370,TB2724,,,,,2,305
TM1153,TB0370,,,,,2,386
TB0370,TM1153,,,,,2,386
A1531,A1530,,,,,2,49
A1530,A1531,,,,,2,49
A2481,TB2041,,,,,2,320
TB2041,A2481,,,,,2,320
TM0013,A1793,,,,,2,376
A0163,A1793,,,,,2,422
A1956,A1530,,,,,2,299
A1530,A1956,,,,,2,299
A2118,TB2041,,,,,2,335
TB2041,A2118,,,,,2,335
TM0872,A1793,,,,,2,125
A1793,TM0872,,,,,2,125
A6421,A1793,,,,,2,111
A1793,A6421,,,,,2,111
TB2821,TB2041,,,,,2,172
TB2041,TB2821,,,,,2,172
A2100,TB2041,,,,,2,168
TB2041,A2100,,,,,2,168
A0489,A0833,,,,,2,158
A0282,A1044,,,,,2,466
A1044,A0282,,,,,2,466
A6158,A1044,,,,,2,85
A1044,A6158,,,,,2,85
A6091,A0378,,,,,2,435
A0378,A2112,,,,,2,186
A0240,TM0674,,,,,2,488
TM0674,A0240,,,,,2,488
A0240,TB2280,,,,,2,386
TB2280,A0240,,,,,2,386
A0240,A0594,,,,,2,276
A0594,A0240,,,,,2,276
A0240,TB0222,,,,,2,375
TB0222,A0240,,,,,2,375
A0240,A0330,,,,,2,564
A0330,A0240,,,,,2,564
A2660,A0240,,,,,2,547
A0240,TB0221,,,,,2,252
TB0221,A0240,,,,,2,252
A0240,TB2660,,,,,2,547
TB2660,A0240,,,,,2,547
A0240,TB0334,,,,,2,337
TB0334,A0240,,,,,2,337
A0240,A0333,,,,,2,329
A0333,A0240,,,,,2,329
A0240,TB0018,,,,,2,524
TB0018,A0240,,,,,2,524
A0240,A2280,,,,,2,386
A2280,A0240,,,,,2,386
A0240,TM0334,,,,,2,337
TM0334,A0240,,,,,2,337
A0240,TB2278,,,,,2,404
TB2278,A0240,,,,,2,404
A1745,A2741,,,,,2,403
A2741,A1745,,,,,2,403
A1745,A1578,,,,,2,311
A1578,A1745,,,,,2,311
A1745,TB1629,,,,,2,583
TB1629,A1745,,,,,2,583
A1745,A1632,,,,,2,579
A1632,A1745,,,,,2,579
A1745,A1744,,,,,2,91
A1744,A1745,,,,,2,91
A1745,A1577,,,,,2,334
A1577,A1745,,,,,2,334
A1745,A0604,,,,,2,834
A0604,A1745,,,,,2,834
A1574,A2045,,,,,2,361
A2045,A1574,,,,,2,361
A1574,A1730,,,,,2,538
A1730,A1574,,,,,2,538
A1574,A6023,,,,,2,656
A1574,TM1273,,,,,2,403
TM1273,A1574,,,,,2,403
A1574,A1569,,,,,2,159
A1569,A1574,,,,,2,159
A1574,TM1572,,,,,2,68
TM1572,A1574,,,,,2,68
A1574,TM1274,,,,,2,441
TM1274,A1574,,,,,2,441
A1574,A6472,,,,,2,517
A6472,A1574,,,,,2,517
A1574,A2046,,,,,2,362
A2046,A1574,,,,,2,362
A6225,A2543,,,,,2,338
A2543,A6225,,,,,2,338
A0334,A0240,,,,,2,337
A6471,A1574,,,,,2,522
A1574,A6471,,,,,2,522
TB1034,A6225,,,,,2,413
A6225,TB1034,,,,,2,413
A6350,A1574,,,,,2,155
A1574,A6350,,,,,2,155
A0091,A1745,,,,,2,568
A1745,A0091,,,,,2,568
TM0221,A0240,,,,,2,252
A0240,TM0221,,,,,2,252
TB1632,A1745,,,,,2,579
A1745,TB1632,,,,,2,579
TM0673,A0240,,,,,2,486
TM1880,A1574,,,,,2,188
A1574,TM1880,,,,,2,188
A6118,A1574,,,,,2,98
A1574,A6118,,,,,2,98
A6134,A6225,,,,,2,424
A6225,A6134,,,,,2,424
TB2343,A6225,,,,,2,274
A6225,TB2343,,,,,2,274
TM1571,A1574,,,,,2,69
A1574,TM1571,,,,,2,69
A6551,A1574,,,,,2,579
TM0222,A0240,,,,,2,375
A0240,TM0222,,,,,2,375
TB0333,A0240,,,,,2,329
A0240,TB0333,,,,,2,329
TM1737,A6225,,,,,2,646
A6225,TM1737,,,,,2,646
TB0270,A6225,,,,,2,560
A6225,TB0270,,,,,2,560
A2278,A0240,,,,,2,404
A0240,A2278,,,,,2,404
A0721,A1745,,,,,2,295
A1745,A0721,,,,,2,295
A6225,TB1035,,,,,2,293
A0019,A0240,,,,,2,556
A6610,A1044,,,,,2,436
A1044,A6610,,,,,2,436
A2569,A1044,,,,,2,613
A1044,A2569,,,,,2,613
TM0706,A1044,,,,,2,397
A1044,TM0706,,,,,2,397
A6708,A0240,,,,,2,422
A0240,A6708,,,,,2,422
A0089,A1745,,,,,2,462
A1745,A0089,,,,,2,462
A1629,A1745,,,,,2,583
A0722,A1745,,,,,2,317
A1745,A0722,,,,,2,317
A2228,A1044,,,,,2,327
A1044,A2228,,,,,2,327
A1047,A1044,,,,,2,17
A1044,A1047,,,,,2,17
M202,A0240,,,,,2,437
A0240,M202,,,,,2,437
A2692,A1574,,,,,2,467
A1574,A2692,,,,,2,467
M22,A1745,,,,,2,406
TM1879,A1574,,,,,2,200
A1574,TM1879,,,,,2,200
TM0018,A0240,,,,,2,524
A0240,TM0018,,,,,2,524
TM2576,A0240,,,,,2,492
A0240,TM2576,,,,,2,492
TM1631,A1745,,,,,2,584
A1745,TM1631,,,,,2,584
A0018,A0240,,,,,2,524
A0240,A0018,,,,,2,524
TM2046,A1574,,,,,2,351
A1574,TM2046,,,,,2,351
A2572,A1044,,,,,2,237
A0221,A0240,,,,,2,252
A0240,A0221,,,,,2,252
A6215,A0240,,,,,2,519
A0240,A6215,,,,,2,519
TM2045,A1574,,,,,2,331
A1574,TM2045,,,,,2,331
TM1570,A1574,,,,,2,237
A1574,TM1570,,,,,2,237
A6157,A1044,,,,,2,251
A1044,A6157,,,,,2,251
TB0019,A0240,,,,,2,556
TM0019,A0240,,,,,2,556
A0240,TM0019,,,,,2,556
A2112,A0378,,,,,2,186
A0378,TM6181,,,,,2,699
A6225,TB0268,,,,,2,883
TB0268,A6225,,,,,2,883
A6225,A1736,,,,,2,762
A1736,A6225,,,,,2,762
A6225,A1739,,,,,2,621
A1739,A6225,,,,,2,621
A6225,A1035,,,,,2,293
A1035,A6225,,,,,2,293
A6225,TB0275,,,,,2,525
TB0275,A6225,,,,,2,525
A6225,TB0419,,,,,2,69
TB0419,A6225,,,,,2,69
A6225,TM0645,,,,,2,422
TM0645,A6225,,,,,2,422
A6225,A0394,,,,,2,274
A0394,A6225,,,,,2,274
A6225,A6296,,,,,2,106
A6296,A6225,,,,,2,106
A6225,TM0759,,,,,2,535
TM0759,A6225,,,,,2,535
A6225,A0269,,,,,2,399
A0269,A6225,,,,,2,399
A6225,A1034,,,,,2,413
A1034,A6225,,,,,2,413
A6225,A6299,,,,,2,580
A6299,A6225,,,,,2,580
A6225,A6512,,,,,2,736
A6512,A6225,,,,,2,736
A6225,A0418,,,,,2,70
A0418,A6225,,,,,2,70
A1940,A1275,,,,,2,439
A1275,TM0376,,,,,2,532
TM0376,A1275,,,,,2,532
A1275,A1319,,,,,2,494
A1319,A1275,,,,,2,494
A1275,A1318,,,,,2,461
A1318,A1275,,,,,2,461
TB2122,A1275,,,,,2,328
A1275,TB1318,,,,,2,461
TB1318,A1275,,,,,2,461
A2336,A1275,,,,,2,576
A6175,A1275,,,,,2,572
A1275,A2312,,,,,2,664
A2002,A1275,,,,,2,241
TM2000,A1275,,,,,2,216
TM2665,A1275,,,,,2,473
A1275,TM2665,,,,,2,473
A0154,A0194,,,,,2,531
A0194,A0154,,,,,2,531
TM1939,A1275,,,,,2,464
A1275,TM1939,,,,,2,464
TB1320,A1275,,,,,2,361
A1275,TB1320,,,,,2,361
TM2001,A1275,,,,,2,172
A1275,TM2001,,,,,2,172
TB1939,A1275,,,,,2,464
A1275,TB1939,,,,,2,464
A1917,A0194,,,,,2,291
TB0377,A1275,,,,,2,511
A1275,TB0377,,,,,2,511
A2753,A0194,,,,,2,361
A0194,A2753,,,,,2,361
TB1035,A6225,,,,,2,293
A2742,A0194,,,,,2,593
A0194,A2742,,,,,2,593
A1998,A1275,,,,,2,233
A1275,A1998,,,,,2,233
TB1999,A1275,,,,,2,211
A1275,TB1999,,,,,2,211
A1036,A6225,,,,,2,414
A1312,A1275,,,,,2,484
A1275,A1312,,,,,2,484
TB6670,A1275,,,,,2,585
A1275,TB6670,,,,,2,585
A1999,A1275,,,,,2,211
A1275,A1999,,,,,2,211
TM1738,A6225,,,,,2,672
A6225,TM1738,,,,,2,672
A2001,A1275,,,,,2,173
A1275,A2001,,,,,2,173
TB1739,A6225,,,,,2,621
A0758,A6225,,,,,2,499
A6225,A0758,,,,,2,499
TM1277,A1275,,,,,2,207
A1275,TM1277,,,,,2,207
A1313,A1275,,,,,2,521
A1275,A1313,,,,,2,521
TB2342,A6225,,,,,2,190
A6225,TB2342,,,,,2,190
TM0758,A6225,,,,,2,499
A6225,TM0758,,,,,2,499
A6473,A1275,,,,,2,649
A1275,A6473,,,,,2,649
A0156,A0194,,,,,2,327
A0392,A6225,,,,,2,372
A6225,A0392,,,,,2,372
A1939,A1275,,,,,2,450
A1275,A1939,,,,,2,450
A6097,A6225,,,,,2,394
A6225,A6097,,,,,2,394
TM1940,A1275,,,,,2,439
A1275,TM1940,,,,,2,439
A0009,A0194,,,,,2,588
A0194,A0009,,,,,2,588
TB0169,A0194,,,,,2,641
A0005,A0194,,,,,2,523
A0194,A0005,,,,,2,523
A6360,A1275,,,,,2,546
A1275,A6360,,,,,2,546
TM0272,A6225,,,,,2,503
A6225,TM0272,,,,,2,503
TM0274,A6225,,,,,2,302
A6225,TM0274,,,,,2,302
A1918,A0194,,,,,2,172
A0194,A1918,,,,,2,172
TB2805,A6225,,,,,2,491
A6225,TB2805,,,,,2,491
TB1736,A6225,,,,,2,762
A0393,A6225,,,,,2,240
A6225,A0393,,,,,2,240
A1276,A1275,,,,,2,240
A1275,A1276,,,,,2,240
A0275,A6225,,,,,2,525
A6225,A0275,,,,,2,525
A0389,A6225,,,,,2,316
A6225,A0389,,,,,2,316
A0008,A0194,,,,,2,672
A0194,A0008,,,,,2,672
A0158,A0194,,,,,2,531
A1311,A1275,,,,,2,326
A1275,A1311,,,,,2,326
TB1941,A1275,,,,,2,430
A1275,TB1941,,,,,2,430
TB0392,A6225,,,,,2,372
A6225,TB0392,,,,,2,372
A2754,A0194,,,,,2,639
A0194,A2754,,,,,2,639
A0193,A0194,,,,,2,60
A0194,A0193,,,,,2,60
A2273,A0194,,,,,2,430
A0194,A2273,,,,,2,430
M15,A0194,,,,,2,328
TM0377,A1275,,,,,2,516
A1275,TM0377,,,,,2,516
A2337,A1275,,,,,2,537
A1275,A2337,,,,,2,537
A0194,A0003,,,,,2,507
A0003,A0194,,,,,2,507
A0194,TB0168,,,,,2,591
TB0168,A0194,,,,,2,591
A0194,A0157,,,,,2,387
A0157,A0194,,,,,2,387
A0194,A0155,,,,,2,545
A0155,A0194,,,,,2,545
A0194,A0004,,,,,2,440
A0004,A0194,,,,,2,440
A0194,TB1917,,,,,2,326
TB1917,A0194,,,,,2,326
A0194,A0168,,,,,2,526
A0168,A0194,,,,,2,526
A0194,A0946,,,,,2,262
A0946,A0194,,,,,2,262
A0194,A1919,,,,,2,332
A1919,A0194,,,,,2,332
A0194,A2487,,,,,2,138
A2487,A0194,,,,,2,138
TB0357,A0357,,,,,2,93
A0357,TB0357,,,,,2,93
TB0357,TB0399,,,,,2,556
TB0399,TB0357,,,,,2,556
TB0357,TM0365,,,,,2,651
TM0365,TB0357,,,,,2,651
TB0357,A0301,,,,,2,73
A0301,TB0357,,,,,2,73
TB0357,A1135,,,,,2,300
A1135,TB0357,,,,,2,300
TB0357,A0443,,,,,2,329
A0443,TB0357,,,,,2,329
A6595,TB0357,,,,,2,606
TB0357,A0397,,,,,2,535
A0397,TB0357,,,,,2,535
TB0357,TB2330,,,,,2,756
TB0357,TB0302,,,,,2,163
TB0302,TB0357,,,,,2,163
TB6107,TB0357,,,,,2,531
TB1134,TB0357,,,,,2,271
TB0357,A0355,,,,,2,474
A0355,TB0357,,,,,2,474
TB0357,A0395,,,,,2,347
A0395,TB0357,,,,,2,347
TB0357,TM1134,,,,,2,271
TM1134,TB0357,,,,,2,271
TB0357,A1139,,,,,2,517
A1139,TB0357,,,,,2,517
TB0357,TM1322,,,,,2,737
TM1322,TB0357,,,,,2,737
TB0357,TM0400,,,,,2,526
TM0400,TB0357,,,,,2,526
TM6181,A0378,,,,,2,699
A0378,A1277,,,,,2,519
TB0010,TB0357,,,,,2,448
TB0357,TM0010,,,,,2,448
TM0010,TB0357,,,,,2,448
A6534,A6533,,,,,2,310
A6533,A6534,,,,,2,310
A6534,A6628,,,,,2,206
A6628,A6534,,,,,2,206
A6534,A1180,,,,,2,354
A1180,A6534,,,,,2,354
A6534,A6664,,,,,2,336
A6664,A6534,,,,,2,336
A6534,A0943,,,,,2,234
A0943,A6534,,,,,2,234
TM6400,TB0357,,,,,2,711
TM0357,TB0357,,,,,2,0
TB0357,TM0357,,,,,2,0
A0366,TB0357,,,,,2,646
TB0357,A0366,,,,,2,646
TB1034,TB0357,,,,,2,586
TB0357,TB1034,,,,,2,586
A0011,TB0357,,,,,2,548
TB0357,A0011,,,,,2,548
TB0366,TB0357,,,,,2,646
TB0357,TB0366,,,,,2,646
A2488,A0194,,,,,2,508
A0194,A2488,,,,,2,508
TB1139,TB0357,,,,,2,423
A0161,A0194,,,,,2,539
A0194,A0161,,,,,2,539
A6572,TB0357,,,,,2,501
TB0357,A6572,,,,,2,501
TB6416,TB0357,,,,,2,656
TB0357,TB6416,,,,,2,656
TM0399,TB0357,,,,,2,556
TB0357,TM0399,,,,,2,556
TB1886,TB0357,,,,,2,674
TB0357,TB1886,,,,,2,674
TB0355,TB0357,,,,,2,474
TB1135,TB0357,,,,,2,300
TB0357,TB1135,,,,,2,300
A2371,A6534,,,,,2,431
A6534,A2371,,,,,2,431
A6532,A6534,,,,,2,520
A6534,A6532,,,,,2,520
A6400,TB0357,,,,,2,711
TB0357,A6400,,,,,2,711
A1173,A6534,,,,,2,260
A6534,A1173,,,,,2,260
A0362,TB0357,,,,,2,723
TB0357,A0362,,,,,2,723
TB0443,TB0357,,,,,2,329
M209,TB0357,,,,,2,482
TB0357,M209,,,,,2,482
A0396,TB0357,,,,,2,555
TB0357,A0396,,,,,2,555
TB6411,TB0357,,,,,2,603
TB0357,TB6411,,,,,2,603
A1134,TB0357,,,,,2,285
TB0357,A1134,,,,,2,285
TB0358,TB0357,,,,,2,473
TB0357,TB0358,,,,,2,473
TB6331,TB0357,,,,,2,483
TB0011,TB0357,,,,,2,548
TB0357,TB0011,,,,,2,548
A1181,A6534,,,,,2,315
A6534,A1181,,,,,2,315
TB0396,TB0357,,,,,2,555
TB0357,TB0396,,,,,2,555
A6535,A6534,,,,,2,278
A6534,A6535,,,,,2,278
TM1135,TB0357,,,,,2,300
TB0357,TM1135,,,,,2,300
A7000,TB0357,,,,,2,480
TB0357,A7000,,,,,2,480
A6164,TB0357,,,,,2,506
TM0364,TB0357,,,,,2,611
TB0357,TM0364,,,,,2,611
A0363,TB0357,,,,,2,606
TB0357,A0363,,,,,2,606
TM0011,TB0357,,,,,2,548
TB0357,TM0011,,,,,2,548
A6527,A6534,,,,,2,30
A6534,A6527,,,,,2,30
M311,TB0357,,,,,2,456
TB0357,M311,,,,,2,456
TB0356,TB0357,,,,,2,183
A0356,TB0357,,,,,2,179
TB0357,A0356,,,,,2,179
A0398,TB0357,,,,,2,554
TB0357,A0398,,,,,2,554
A0010,TB0357,,,,,2,448
TB0357,A0010,,,,,2,448
TM0354,TB0357,,,,,2,586
TB0357,TM0354,,,,,2,586
M310,TB0357,,,,,2,598
TB0357,M310,,,,,2,598
A6534,A1170,,,,,2,394
A1170,A6534,,,,,2,394
A6534,A6666,,,,,2,501
A6666,A6534,,,,,2,501
A6534,A6667,,,,,2,509
A6667,A6534,,,,,2,509
A6534,A6528,,,,,2,327
A6528,A6534,,,,,2,327
A6534,A2370,,,,,2,488
A2370,A6534,,,,,2,488
A6549,A6156,,,,,2,660
A6156,A6549,,,,,2,660
A6549,A2793,,,,,2,325
A2793,A6549,,,,,2,325
A6549,TB0252,,,,,2,607
TB0252,A6549,,,,,2,607
A6549,TM0336,,,,,2,605
TM0336,A6549,,,,,2,605
A6549,A0252,,,,,2,553
A0252,A6549,,,,,2,553
A6549,A6550,,,,,2,63
A6550,A6549,,,,,2,63
A6549,A0251,,,,,2,584
A0251,A6549,,,,,2,584
A1277,A0378,,,,,2,519
A0378,TM1270,,,,,2,401
A6549,A1960,,,,,2,190
A1960,A6549,,,,,2,190
TB2107,A2147,,,,,2,577
TB2040,A2147,,,,,2,611
TB2648,A2393,,,,,2,501
A2393,A6380,,,,,2,405
A6380,A2393,,,,,2,405
A2393,A2491,,,,,2,447
A2491,A2393,,,,,2,447
A2393,M16,,,,,2,590
M16,A2393,,,,,2,590
A2393,A2390,,,,,2,360
A2390,A2393,,,,,2,360
A2393,A2495,,,,,2,392
A2495,A2393,,,,,2,392
A2393,A0224,,,,,2,353
A0224,A2393,,,,,2,353
A2393,A2392,,,,,2,73
A2392,A2393,,,,,2,73
TM0027,A1628,,,,,2,478
A1628,TM0027,,,,,2,478
TM1410,TM0027,,,,,2,379
A0025,TM0027,,,,,2,149
A2649,A2393,,,,,2,567
A2393,A2649,,,,,2,567
TB2100,A2147,,,,,2,632
A2147,TB2100,,,,,2,632
TB2491,A2393,,,,,2,447
A2393,TB2491,,,,,2,447
A2216,A2147,,,,,2,581
A2147,A2216,,,,,2,581
TB1632,TM0027,,,,,2,372
TM0027,TB1632,,,,,2,372
A2839,A2393,,,,,2,743
A2393,A2839,,,,,2,743
TB2373,A2393,,,,,2,647
A6198,A2147,,,,,2,303
A2147,A6198,,,,,2,303
A1959,TM0027,,,,,2,326
TM0027,A1959,,,,,2,326
TB0253,A6549,,,,,2,502
A6549,TB0253,,,,,2,502
A2494,A2393,,,,,2,418
A2393,A2494,,,,,2,418
TB1863,A2147,,,,,2,313
A2147,TB1863,,,,,2,313
A2821,A2147,,,,,2,659
A2204,A2147,,,,,2,287
A2147,A2204,,,,,2,287
A1961,A6549,,,,,2,161
A6549,A1961,,,,,2,161
A0219,A2393,,,,,2,534
A2393,A0219,,,,,2,534
A6726,A2393,,,,,2,318
A2393,A6726,,,,,2,318
A2214,A2147,,,,,2,582
A2147,A2214,,,,,2,582
A2155,A2147,,,,,2,399
A2147,A2155,,,,,2,399
A1860,A2147,,,,,2,532
TB1411,TM0027,,,,,2,420
TM0027,TB1411,,,,,2,420
TB2490,A2393,,,,,2,569
A2393,TB2490,,,,,2,569
A2394,A2393,,,,,2,191
A2393,A2394,,,,,2,191
TM2582,TM0027,,,,,2,521
TM0027,TM2582,,,,,2,521
A6262,A2393,,,,,2,497
A2393,A6262,,,,,2,497
TB0251,A6549,,,,,2,599
A2648,A2393,,,,,2,501
A2393,A2648,,,,,2,501
A0024,TM0027,,,,,2,102
TM0027,A0024,,,,,2,102
A2389,A2393,,,,,2,392
A2393,A2389,,,,,2,392
A2794,A6549,,,,,2,312
A6549,A2794,,,,,2,312
TB2396,A2147,,,,,2,732
A2147,TB2396,,,,,2,732
TB0254,A6549,,,,,2,436
A6549,TB0254,,,,,2,436
A0243,A6549,,,,,2,536
A0669,A2393,,,,,2,411
A2393,A0669,,,,,2,411
A1629,TM0027,,,,,2,457
TM0027,A1629,,,,,2,457
A1825,A2147,,,,,2,145
A2147,A1825,,,,,2,145
A2040,A2147,,,,,2,611
A2147,A2040,,,,,2,611
A2493,A2393,,,,,2,420
A2393,A2493,,,,,2,420
TM0027,A6509,,,,,2,605
A1861,A2147,,,,,2,530
TB2649,A2393,,,,,2,600
A2393,TB2649,,,,,2,600
A0670,A2393,,,,,2,424
A2393,A0670,,,,,2,424
A6197,A2147,,,,,2,447
A2147,A6197,,,,,2,447
A2373,A2393,,,,,2,647
A2393,A2373,,,,,2,647
A6511,A2393,,,,,2,509
A2393,A6511,,,,,2,509
A1947,A2147,,,,,2,342
A0166,A2147,,,,,2,728
A2147,A0166,,,,,2,728
A1107,A6549,,,,,2,466
A6549,A1107,,,,,2,466
A0244,A6549,,,,,2,541
A6549,A0244,,,,,2,541
A1614,A2147,,,,,2,699
A2147,A1614,,,,,2,699
TB2821,A2147,,,,,2,654
A2147,TB2821,,,,,2,654
A2100,A2147,,,,,2,632
A2147,A2100,,,,,2,632
A6723,A2147,,,,,2,309
A2215,A2147,,,,,2,590
A2147,A2215,,,,,2,590
TM1270,A0378,,,,,2,401
TM0027,A0028,,,,,2,140
A0028,TM0027,,,,,2,140
TM0027,TM2583,,,,,2,527
TM2583,TM0027,,,,,2,527
TM0027,TB1406,,,,,2,473
TB1406,TM0027,,,,,2,473
A0767,A0770,,,,,2,226
A0770,A0767,,,,,2,226
A0767,A0768,,,,,2,267
A0768,A0767,,,,,2,267
A0767,A0571,,,,,2,418
A0571,A0767,,,,,2,418
TM0331,TM2254,,,,,2,430
TM2254,TM0331,,,,,2,430
TB2278,TM0331,,,,,2,454
TM0331,A0240,,,,,2,626
