table_name,field_name,language,translation,record_id,record_sub_id,field_value
routes,long_name,en,Studentski grad - SU. SV. KLIMENT OHRIDSKI - Studentski grad,,,Студентски град - СУ. СВ. КЛИМЕНТ ОХРИДСКИ - Студентски град
routes,long_name,en,AVTOSTANTSIYA IZTOK - TEATAR SOFIYA - AVTOSTANTSIYA IZTOK,,,АВТОСТАНЦИЯ ИЗТОК - ТЕАТЪР СОФИЯ - АВТОСТАНЦИЯ ИЗТОК
routes,long_name,en,ZH.K. OBELYA 1 - Natchaloto kv. Gniliane - ZH.K. OBELYA 1,,,Ж.К. ОБЕЛЯ 1 - Началото кв. Гниляне - Ж.К. ОБЕЛЯ 1
routes,long_name,en,ZH.k. Mladost 1 - BL. 41 ZH.K. MLADOST 1 - ZH.k. Mladost 1,,,Ж.к. Младост 1 - БЛ. 41 Ж.К. МЛАДОСТ 1 - Ж.к. Младост 1
routes,long_name,en,Gorna bania - Hadzhi Dimitаr - Gorna bania,,,Горна баня - Хаджи Димитър - Горна баня
routes,long_name,en,KV. ILIYANTSI - Kv.Kniazhevo - KV. ILIYANTSI,,,КВ. ИЛИЯНЦИ - Кв.Княжево - КВ. ИЛИЯНЦИ
routes,long_name,en,UL. VELTCHO ATANASOV - AVTOSTANTSIYA GEO MILEV - UL. VELTCHO ATANASOV,,,УЛ. ВЕЛЧО АТАНАСОВ - АВТОСТАНЦИЯ ГЕО МИЛЕВ - УЛ. ВЕЛЧО АТАНАСОВ
routes,long_name,en,ZH.K.IVAN VAZOV - ZH.k.Obelia 2 - ZH.K.IVAN VAZOV,,,Ж.К.ИВАН ВАЗОВ - Ж.к.Обеля 2 - Ж.К.ИВАН ВАЗОВ
routes,long_name,en,Bul. Bratia Bаkston - Avtostantsiia Kniazhevo - Bul. Bratia Bаkston,,,Бул. Братя Бъкстон - Автостанция Княжево - Бул. Братя Бъкстон
routes,long_name,en,KV. ILIYANTSI - KV. TRIAGALNIKA - KV. ILIYANTSI,,,КВ. ИЛИЯНЦИ - КВ. ТРИЪГЪЛНИКА - КВ. ИЛИЯНЦИ
routes,long_name,en,BUL. K. VELITCHKOV - zh.k. Liulin-5 - BUL. K. VELITCHKOV,,,БУЛ. К. ВЕЛИЧКОВ - ж.к. Люлин-5 - БУЛ. К. ВЕЛИЧКОВ
routes,long_name,en,KV. OBELYA - Selo Golianovtsi - KV. OBELYA,,,КВ. ОБЕЛЯ - Село Голяновци - КВ. ОБЕЛЯ
routes,long_name,en,zh.k. Druzhba 2 - Zooparka - zh.k. Druzhba 2,,,ж.к. Дружба 2 - Зоопарка - ж.к. Дружба 2
routes,long_name,en,Kv. Ivaniane - Metrostantsiia Slivnitsa - Kv. Ivaniane,,,Кв. Иваняне - Метростанция Сливница - Кв. Иваняне
routes,long_name,en,ZOOPARKA - KV. SIMEONOVO - ZOOPARKA,,,ЗООПАРКА - КВ. СИМЕОНОВО - ЗООПАРКА
routes,long_name,en,"ZH.K. LYULIN-1,2 - PL. STOTCHNA GARA - ZH.K. LYULIN-1,2",,,"Ж.К. ЛЮЛИН-1,2 - ПЛ. СТОЧНА ГАРА - Ж.К. ЛЮЛИН-1,2"
routes,long_name,en,METROSTANTSIYA MIZIYA - Bul. Nikola Petkov - METROSTANTSIYA MIZIYA,,,МЕТРОСТАНЦИЯ МИЗИЯ - Бул. Никола Петков - МЕТРОСТАНЦИЯ МИЗИЯ
routes,long_name,en,ZH.K. IVAN VAZOV - UL. YOSOF SHTROSMAYER - ZH.K. IVAN VAZOV,,,Ж.К. ИВАН ВАЗОВ - УЛ. ЙОСОФ ЩРОСМАЙЕР - Ж.К. ИВАН ВАЗОВ
routes,long_name,en,Selo Lokorsko - Avtostantsiia Orlandovtsi - Selo Lokorsko,,,Село Локорско - Автостанция Орландовци - Село Локорско
routes,long_name,en,SELO BALSHA - Ul. Obelski mogili - SELO BALSHA,,,СЕЛО БАЛША - Ул. Обелски могили - СЕЛО БАЛША
routes,long_name,en,NADLEZ NADEZHDA - Gara Sofiia sever - NADLEZ NADEZHDA,,,НАДЛЕЗ НАДЕЖДА - Гара София север - НАДЛЕЗ НАДЕЖДА
routes,long_name,en,ZH.K. OVTCHA KUPEL 2 - ZH.K. MLADOST 1 - ZH.K. OVTCHA KUPEL 2,,,Ж.К. ОВЧА КУПЕЛ 2 - Ж.К. МЛАДОСТ 1 - Ж.К. ОВЧА КУПЕЛ 2
routes,long_name,en,"ZH.K. MLADOST-1 - ZH.K. LYULIN-1,2 - ZH.K. MLADOST-1",,,"Ж.К. МЛАДОСТ-1 - Ж.К. ЛЮЛИН-1,2 - Ж.К. МЛАДОСТ-1"
routes,long_name,en,METROSTANTSIYA OPALTCHENSKA - ZH.K. GEO MILEV - METROSTANTSIYA OPALTCHENSKA,,,МЕТРОСТАНЦИЯ ОПЪЛЧЕНСКА - Ж.К. ГЕО МИЛЕВ - МЕТРОСТАНЦИЯ ОПЪЛЧЕНСКА
routes,long_name,en,Avtostantsiia Bankia - Kv.Klisura - Avtostantsiia Bankia,,,Автостанция Банкя - Кв.Клисура - Автостанция Банкя
routes,long_name,en,ZH.K. MLADOST-4 - TSENTRALNA GARA - ZH.K. MLADOST-4,,,Ж.К. МЛАДОСТ-4 - ЦЕНТРАЛНА ГАРА - Ж.К. МЛАДОСТ-4
routes,long_name,en,ZOOPARKA - HOTEL MORENI - ZOOPARKA,,,ЗООПАРКА - ХОТЕЛ МОРЕНИ - ЗООПАРКА
routes,long_name,en,GARA ISKAR - KV. D. MILENKOV - GARA ISKAR,,,ГАРА ИСКЪР - КВ. Д. МИЛЕНКОВ - ГАРА ИСКЪР
routes,long_name,en,PLOSHTAD MAKEDONIYA - Metrostantsiia Vitosha - PLOSHTAD MAKEDONIYA,,,ПЛОЩАД МАКЕДОНИЯ - Метростанция Витоша - ПЛОЩАД МАКЕДОНИЯ
routes,long_name,en,Zlatnite mostove - BUL. BALGARIYA - Zlatnite mostove,,,Златните мостове - БУЛ. БЪЛГАРИЯ - Златните мостове
routes,long_name,en,Ul. Ravnets - SELO BALSHA - Ul. Ravnets,,,Ул. Равнец - СЕЛО БАЛША - Ул. Равнец
routes,long_name,en,UL. TODORINI KUKLI - KV. HRISTO BOTEV - UL. TODORINI KUKLI,,,УЛ. ТОДОРИНИ КУКЛИ - КВ. ХРИСТО БОТЕВ - УЛ. ТОДОРИНИ КУКЛИ
routes,long_name,en,PLOSHTAD MAKEDONIYA - NADLEZ NADEZHDA - PLOSHTAD MAKEDONIYA,,,ПЛОЩАД МАКЕДОНИЯ - НАДЛЕЗ НАДЕЖДА - ПЛОЩАД МАКЕДОНИЯ
routes,long_name,en,ZH.k.Liulin 5 - BUL. K. VELITCHKOV - ZH.k.Liulin 5,,,Ж.к.Люлин 5 - БУЛ. К. ВЕЛИЧКОВ - Ж.к.Люлин 5
routes,long_name,en,Mladezhki teatаr - ZH.k. Zapaden park - Mladezhki teatаr,,,Младежки театър - Ж.к. Западен парк - Младежки театър
routes,long_name,en,ZH.k. Banishora - Ploshtad Stotchna gara - ZH.k. Banishora,,,Ж.к. Банишора - Площад Сточна гара - Ж.к. Банишора
routes,long_name,en,AVTOSTANTSIYA GEO MILEV - Metrostantsiia Vitosha - AVTOSTANTSIYA GEO MILEV,,,АВТОСТАНЦИЯ ГЕО МИЛЕВ - Метростанция Витоша - АВТОСТАНЦИЯ ГЕО МИЛЕВ
routes,long_name,en,Kv. Ovtcha kupel - Kv. Kniazhevo - Kv. Ovtcha kupel,,,Кв. Овча купел - Кв. Княжево - Кв. Овча купел
routes,long_name,en,Kv. Gradoman - Metrostantsiia Slivnitsa - Kv. Gradoman,,,Кв. Градоман - Метростанция Сливница - Кв. Градоман
routes,long_name,en,Gara Zaharna fabrika - UL. TSAR SIMEON - Gara Zaharna fabrika,,,Гара Захарна фабрика - УЛ. ЦАР СИМЕОН - Гара Захарна фабрика
routes,long_name,en,Ul. Han Kubrat - BALKANKAR AD - Ul. Han Kubrat,,,Ул. Хан Кубрат - БАЛКАНКАР АД - Ул. Хан Кубрат
routes,long_name,en,PL. ZHURNALIST - Kv. Orlandovtsi - PL. ZHURNALIST,,,ПЛ. ЖУРНАЛИСТ - Кв. Орландовци - ПЛ. ЖУРНАЛИСТ
routes,long_name,en,zh.k. Liulin -5 - BUL. AL.  STAMBOLIYSKI - zh.k. Liulin -5,,,ж.к. Люлин -5 - БУЛ. АЛ.  СТАМБОЛИЙСКИ - ж.к. Люлин -5
routes,long_name,en,UL. VASIL KANTCHEV - PLOSHTADA KV. VRAZHDEBNA - UL. VASIL KANTCHEV,,,УЛ. ВАСИЛ КЪНЧЕВ - ПЛОЩАДА КВ. ВРАЖДЕБНА - УЛ. ВАСИЛ КЪНЧЕВ
routes,long_name,en,PL. ZHURNALIST - ZAPADEN PARK - PL. ZHURNALIST,,,ПЛ. ЖУРНАЛИСТ - ЗАПАДЕН ПАРК - ПЛ. ЖУРНАЛИСТ
routes,long_name,en,Avtostantsiia Bankia - Kv. Ivaniane - Avtostantsiia Bankia,,,Автостанция Банкя - Кв. Иваняне - Автостанция Банкя
routes,long_name,en,Hotel Pliska - Ul. Veltcho Atanasov - Hotel Pliska,,,Хотел Плиска - Ул. Велчо Атанасов - Хотел Плиска
routes,long_name,en,KV. TRIAGALNIKA - ZH.k.Obelia 2 - KV. TRIAGALNIKA,,,КВ. ТРИЪГЪЛНИКА - Ж.к.Обеля 2 - КВ. ТРИЪГЪЛНИКА
routes,long_name,en,BOYANSKA TSARKVA - MITNITSA SUHODOL - BOYANSKA TSARKVA,,,БОЯНСКА ЦЪРКВА - МИТНИЦА СУХОДОЛ - БОЯНСКА ЦЪРКВА
routes,long_name,en,"LETISHTE SOFIYA TERMINAL 1 - Bl.3, zh.k. Druzhba-1 - LETISHTE SOFIYA TERMINAL 1",,,"ЛЕТИЩЕ СОФИЯ ТЕРМИНАЛ 1 - Бл.3, ж.к. Дружба-1 - ЛЕТИЩЕ СОФИЯ ТЕРМИНАЛ 1"
routes,long_name,en,SEVERNA PROMISHLENA ZONA - KV. IVANYANE - SEVERNA PROMISHLENA ZONA,,,СЕВЕРНА ПРОМИШЛЕНА ЗОНА - КВ. ИВАНЯНЕ - СЕВЕРНА ПРОМИШЛЕНА ЗОНА
routes,long_name,en,KULINAREN K-T PEYFIL - TSENTRALNA GARA - KULINAREN K-T PEYFIL,,,КУЛИНАРЕН К-Т ПЕЙФИЛ - ЦЕНТРАЛНА ГАРА - КУЛИНАРЕН К-Т ПЕЙФИЛ
routes,long_name,en,ZH.K. LEVSKI G - ZH.K. OVTCHA KUPEL 2 - ZH.K. LEVSKI G,,,Ж.К. ЛЕВСКИ Г - Ж.К. ОВЧА КУПЕЛ 2 - Ж.К. ЛЕВСКИ Г
routes,long_name,en,"ZH.K. LYULIN 1,2 - Bul. Nikola Petkov - ZH.K. LYULIN 1,2",,,"Ж.К. ЛЮЛИН 1,2 - Бул. Никола Петков - Ж.К. ЛЮЛИН 1,2"
routes,long_name,en,TSENTAR PO HIGIENA - ZOOPARKA - TSENTAR PO HIGIENA,,,ЦЕНТЪР ПО ХИГИЕНА - ЗООПАРКА - ЦЕНТЪР ПО ХИГИЕНА
routes,long_name,en,Zooparka - zh.k. Levski G - Zooparka,,,Зоопарка - ж.к. Левски Г - Зоопарка
routes,long_name,en,Pl. Makedoniia - ZH.k. Bаkston - Pl. Makedoniia,,,Пл. Македония - Ж.к. Бъкстон - Пл. Македония
routes,long_name,en,ZH.k. Zapaden park - Hotel Pliska - ZH.k. Zapaden park,,,Ж.к. Западен парк - Хотел Плиска - Ж.к. Западен парк
routes,long_name,en,ZH.K. OVTCHA KUPEL 2 - SOFIYA TEH PARK - ZH.K. OVTCHA KUPEL 2,,,Ж.К. ОВЧА КУПЕЛ 2 - СОФИЯ ТЕХ ПАРК - Ж.К. ОВЧА КУПЕЛ 2
routes,long_name,en,METROSTANTSIYA OPALTCHENSKA - Avtostantsiia Iztok - METROSTANTSIYA OPALTCHENSKA,,,МЕТРОСТАНЦИЯ ОПЪЛЧЕНСКА - Автостанция Изток - МЕТРОСТАНЦИЯ ОПЪЛЧЕНСКА
routes,long_name,en,ZH.k. Krasno selo - KV. MANASTIRSKI LIVADI - ZH.k. Krasno selo,,,Ж.к. Красно село - КВ. МАНАСТИРСКИ ЛИВАДИ - Ж.к. Красно село
routes,long_name,en,ZH.k. Druzhba 2 - OKOLOVRASTEN PAT - ZH.k. Druzhba 2,,,Ж.к. Дружба 2 - ОКОЛОВРЪСТЕН ПЪТ - Ж.к. Дружба 2
trips,trip_headsign,en,BUL. HRISTO BOTEV,,,БУЛ. ХРИСТО БОТЕВ
routes,long_name,en,PL. ZHURNALIST - Gara Sofiia sever - PL. ZHURNALIST,,,ПЛ. ЖУРНАЛИСТ - Гара София север - ПЛ. ЖУРНАЛИСТ
routes,long_name,en,Depo Iskаr - Mladezhki teatаr - Depo Iskаr,,,Депо Искър - Младежки театър - Депо Искър
routes,long_name,en,AVTOSTANTSIYA GEO MILEV - SELO GERMAN - AVTOSTANTSIYA GEO MILEV,,,АВТОСТАНЦИЯ ГЕО МИЛЕВ - СЕЛО ГЕРМАН - АВТОСТАНЦИЯ ГЕО МИЛЕВ
routes,long_name,en,Modna kаshta Agresiia - ZH.k.Obelia 2 - Modna kаshta Agresiia,,,Модна къща Агресия - Ж.к.Обеля 2 - Модна къща Агресия
routes,long_name,en,ZH.K. OVTCHA KUPEL-2 - STUDENTSKI GRAD - ZH.K. OVTCHA KUPEL-2,,,Ж.К. ОВЧА КУПЕЛ-2 - СТУДЕНТСКИ ГРАД - Ж.К. ОВЧА КУПЕЛ-2
routes,long_name,en,BUL. GOTSE DELTCHEV - Zlatnite mostove - BUL. GOTSE DELTCHEV,,,БУЛ. ГОЦЕ ДЕЛЧЕВ - Златните мостове - БУЛ. ГОЦЕ ДЕЛЧЕВ
routes,long_name,en,Ploshtada s. Voluiak - ZH.K. OBELYA 1 - Ploshtada s. Voluiak,,,Площада с. Волуяк - Ж.К. ОБЕЛЯ 1 - Площада с. Волуяк
routes,long_name,en,KV. SIMEONOVO - METROSTANTSIYA VITOSHA - KV. SIMEONOVO,,,КВ. СИМЕОНОВО - МЕТРОСТАНЦИЯ ВИТОША - КВ. СИМЕОНОВО
routes,long_name,en,Ul. Orion - zh.k. Liulin -5 - Ul. Orion,,,Ул. Орион - ж.к. Люлин -5 - Ул. Орион
routes,long_name,en,Avtostantsiia Bankia - ZH.k.Liulin 8 - Avtostantsiia Bankia,,,Автостанция Банкя - Ж.к.Люлин 8 - Автостанция Банкя
routes,long_name,en,Kv. Orlandovtsi - PL. ZHURNALIST - Kv. Orlandovtsi,,,Кв. Орландовци - ПЛ. ЖУРНАЛИСТ - Кв. Орландовци
routes,long_name,en,STADION GEORGI ASPARUHOV - UL. VISHOVGRAD - STADION GEORGI ASPARUHOV,,,СТАДИОН ГЕОРГИ АСПАРУХОВ - УЛ. ВИШОВГРАД - СТАДИОН ГЕОРГИ АСПАРУХОВ
routes,long_name,en,AVTOSTANTSIYA GEO MILEV - ZH.K. OVTCHA KUPEL-2 - AVTOSTANTSIYA GEO MILEV,,,АВТОСТАНЦИЯ ГЕО МИЛЕВ - Ж.К. ОВЧА КУПЕЛ-2 - АВТОСТАНЦИЯ ГЕО МИЛЕВ
routes,long_name,en,KRAYA NA KV. MIHAYLOVO - ZH.K. LYULIN-8 - KRAYA NA KV. MIHAYLOVO,,,КРАЯ НА КВ. МИХАЙЛОВО - Ж.К. ЛЮЛИН-8 - КРАЯ НА КВ. МИХАЙЛОВО
routes,long_name,en,PLOSHTAD NA AVIATSIYATA - ZH.K. MLADOST 2 - PLOSHTAD NA AVIATSIYATA,,,ПЛОЩАД НА АВИАЦИЯТА - Ж.К. МЛАДОСТ 2 - ПЛОЩАД НА АВИАЦИЯТА
routes,long_name,en,PETA GRADSKA BOLNITSA - ZH.K.LEVSKI G - PETA GRADSKA BOLNITSA,,,ПЕТА ГРАДСКА БОЛНИЦА - Ж.К.ЛЕВСКИ Г - ПЕТА ГРАДСКА БОЛНИЦА
routes,long_name,en,pl. ZHurnalist - pl. Garibaldi - pl. ZHurnalist,,,пл. Журналист - пл. Гарибалди - пл. Журналист
routes,long_name,en,NSBAL PO ONKOLOGIYA - KV. SIMEONOVO - NSBAL PO ONKOLOGIYA,,,НСБАЛ ПО ОНКОЛОГИЯ - КВ. СИМЕОНОВО - НСБАЛ ПО ОНКОЛОГИЯ
routes,long_name,en,Melnitsata TCHepintsi - Stantsiia Orlandovtsi - Melnitsata TCHepintsi,,,Мелницата Чепинци - Станция Орландовци - Мелницата Чепинци
routes,long_name,en,Depo Iskаr - UL. VISHOVGRAD - Depo Iskаr,,,Депо Искър - УЛ. ВИШОВГРАД - Депо Искър
routes,long_name,en,UL. DIMITAR PETKOV - Kv.Orlandovtsi - UL. DIMITAR PETKOV,,,УЛ. ДИМИТЪР ПЕТКОВ - Кв.Орландовци - УЛ. ДИМИТЪР ПЕТКОВ
routes,long_name,en,PL. ORLOV MOST - AVTOSTANTSIYA GEO MILEV - PL. ORLOV MOST,,,ПЛ. ОРЛОВ МОСТ - АВТОСТАНЦИЯ ГЕО МИЛЕВ - ПЛ. ОРЛОВ МОСТ
routes,long_name,en,"ZH.K. MLADOST 4- vremenna - ZH.K. LYULIN 1,2 - ZH.K. MLADOST 4- vremenna",,,"Ж.К. МЛАДОСТ 4- временна - Ж.К. ЛЮЛИН 1,2 - Ж.К. МЛАДОСТ 4- временна"
routes,long_name,en,KV. D. MILENKOV - Kv.Busmantsi - KV. D. MILENKOV,,,КВ. Д. МИЛЕНКОВ - Кв.Бусманци - КВ. Д. МИЛЕНКОВ
routes,long_name,en,Ul. Dobrotitch - UL. YOSIF SHROSMAYER - Ul. Dobrotitch,,,Ул. Добротич - УЛ. ЙОСИФ ШРОСМАЙЕР - Ул. Добротич
routes,long_name,en,BUL. TSAR BORIS III - ZLATNI MOSTOVE - BUL. TSAR BORIS III,,,БУЛ. ЦАР БОРИС ІІІ - ЗЛАТНИ МОСТОВЕ - БУЛ. ЦАР БОРИС ІІІ
routes,long_name,en,SADEBNA PALATA - zh.k. Liulin-5 - SADEBNA PALATA,,,СЪДЕБНА ПАЛАТА - ж.к. Люлин-5 - СЪДЕБНА ПАЛАТА
routes,long_name,en,UL. POP BOGOMIL - ZH.K. BOROVO - UL. POP BOGOMIL,,,УЛ. ПОП БОГОМИЛ - Ж.К. БОРОВО - УЛ. ПОП БОГОМИЛ
routes,long_name,en,Zooparka - TSAREVA MAHALA - Zooparka,,,Зоопарка - ЦАРЕВА МАХАЛА - Зоопарка
routes,long_name,en,ZH. K. OBELYA 1 - SELO MIROVYANE - ZH. K. OBELYA 1,,,Ж. К. ОБЕЛЯ 1 - СЕЛО МИРОВЯНЕ - Ж. К. ОБЕЛЯ 1
routes,long_name,en,NIM - ZH.k. Druzhba 2 - NIM,,,НИМ - Ж.к. Дружба 2 - НИМ
routes,long_name,en,ZH. k. Obelia-2 - Modna kаshta Agresiia - ZH. k. Obelia-2,,,Ж. к. Обеля-2 - Модна къща Агресия - Ж. к. Обеля-2
routes,long_name,en,ZH.k. Druzhba 2 - BUL. HRISTOFOR KOLUMB - ZH.k. Druzhba 2,,,Ж.к. Дружба 2 - БУЛ. ХРИСТОФОР КОЛУМБ - Ж.к. Дружба 2
routes,long_name,en,TEATAR SOFIYA - AVTOSTANTSIYA IZTOK - TEATAR SOFIYA,,,ТЕАТЪР СОФИЯ - АВТОСТАНЦИЯ ИЗТОК - ТЕАТЪР СОФИЯ
routes,long_name,en,Selo Malo Butchino - Metrostantsiia Vardar - Selo Malo Butchino,,,Село Мало Бучино - Метростанция Вардар - Село Мало Бучино
routes,long_name,en,Avtostantsiia Iztok - METROSTANTSIYA OPALTCHENSKA - Avtostantsiia Iztok,,,Автостанция Изток - МЕТРОСТАНЦИЯ ОПЪЛЧЕНСКА - Автостанция Изток
routes,long_name,en,Bul. Kniaginia Mariia Luiza - Kv. Obelia - Bul. Kniaginia Mariia Luiza,,,Бул. Княгиня Мария Луиза - Кв. Обеля - Бул. Княгиня Мария Луиза
routes,long_name,en,83-TO OU PANTCHAREVO - SELO KOKALYANE - 83-TO OU PANTCHAREVO,,,83-ТО ОУ ПАНЧАРЕВО - СЕЛО КОКАЛЯНЕ - 83-ТО ОУ ПАНЧАРЕВО
routes,long_name,en,ZH.K. MLADOST 4 - PLOSHTAD TSENTRALNA GARA - ZH.K. MLADOST 4,,,Ж.К. МЛАДОСТ 4 - ПЛОЩАД ЦЕНТРАЛНА ГАРА - Ж.К. МЛАДОСТ 4
routes,long_name,en,Boianska tsаrkva - Bul. Nikola Petkov - Boianska tsаrkva,,,Боянска църква - Бул. Никола Петков - Боянска църква
routes,long_name,en,Kv. Orlandovtsi - ZH.k. Bаkston - Kv. Orlandovtsi,,,Кв. Орландовци - Ж.к. Бъкстон - Кв. Орландовци
routes,long_name,en,TSENTRALNA AVTOGARA - zh.k. Liulin-5 - TSENTRALNA AVTOGARA,,,ЦЕНТРАЛНА АВТОГАРА - ж.к. Люлин-5 - ЦЕНТРАЛНА АВТОГАРА
routes,long_name,en,KV. BENKOVSKI - PATNOSTROITELNA TEHNIKA - KV. BENKOVSKI,,,КВ. БЕНКОВСКИ - ПЪТНОСТРОИТЕЛНА ТЕХНИКА - КВ. БЕНКОВСКИ
routes,long_name,en,METROSTANTSIYA VITOSHA - KV. SIMEONOVO - METROSTANTSIYA VITOSHA,,,МЕТРОСТАНЦИЯ ВИТОША - КВ. СИМЕОНОВО - МЕТРОСТАНЦИЯ ВИТОША
routes,long_name,en,HYUNDAY BALGARIYA - Kv. Ovtcha kupel - HYUNDAY BALGARIYA,,,ХЮНДАЙ БЪЛГАРИЯ - Кв. Овча купел - ХЮНДАЙ БЪЛГАРИЯ
routes,long_name,en,ZH.k. Krasna poliana - Gara Poduiane - ZH.k. Krasna poliana,,,Ж.к. Красна поляна - Гара Подуяне - Ж.к. Красна поляна
routes,long_name,en,BALKANKAR AD - HYUNDAY BALGARIYA - BALKANKAR AD,,,БАЛКАНКАР АД - ХЮНДАЙ БЪЛГАРИЯ - БАЛКАНКАР АД
routes,long_name,en,Gara Sofiia sever - Kv. Manastirski livadi-zapad - Gara Sofiia sever,,,Гара София север - Кв. Манастирски ливади-запад - Гара София север
routes,long_name,en,Kv. Manastirski livadi-zapad - TSENTRALNA AVTOGARA - Kv. Manastirski livadi-zapad,,,Кв. Манастирски ливади-запад - ЦЕНТРАЛНА АВТОГАРА - Кв. Манастирски ливади-запад
routes,long_name,en,ZH.K. BOROVO - ZH.K. LEVSKI G - ZH.K. BOROVO,,,Ж.К. БОРОВО - Ж.К. ЛЕВСКИ Г - Ж.К. БОРОВО
routes,long_name,en,STOKOV BAZAR ILIYANTSI - SELO BALSHA - STOKOV BAZAR ILIYANTSI,,,СТОКОВ БАЗАР ИЛИЯНЦИ - СЕЛО БАЛША - СТОКОВ БАЗАР ИЛИЯНЦИ
routes,long_name,en,PL. STOTCHNA GARA - BUL. HRISTO BOTEV - PL. STOTCHNA GARA,,,ПЛ. СТОЧНА ГАРА - БУЛ. ХРИСТО БОТЕВ - ПЛ. СТОЧНА ГАРА
routes,long_name,en,Pl. Stotchna gara - ZH.k. Vrаbnitsa 2 - Pl. Stotchna gara,,,Пл. Сточна гара - Ж.к. Връбница 2 - Пл. Сточна гара
routes,long_name,en,PETA GRADSKA BOLNITSA - pl. ZHurnalist - PETA GRADSKA BOLNITSA,,,ПЕТА ГРАДСКА БОЛНИЦА - пл. Журналист - ПЕТА ГРАДСКА БОЛНИЦА
routes,long_name,en,KMETSTVO ZHELEZNITSA - Zooparka - KMETSTVO ZHELEZNITSA,,,КМЕТСТВО ЖЕЛЕЗНИЦА - Зоопарка - КМЕТСТВО ЖЕЛЕЗНИЦА
routes,long_name,en,Hotel Pliska - ZH.k. Zapaden park - Hotel Pliska,,,Хотел Плиска - Ж.к. Западен парк - Хотел Плиска
routes,long_name,en,Kv. Orlandovtsi - UL. TSAR SIMEON - Kv. Orlandovtsi,,,Кв. Орландовци - УЛ. ЦАР СИМЕОН - Кв. Орландовци
routes,long_name,en,AVTOSTANTSIYA ORLANDOVTSI - GARA KURILO - AVTOSTANTSIYA ORLANDOVTSI,,,АВТОСТАНЦИЯ ОРЛАНДОВЦИ - ГАРА КУРИЛО - АВТОСТАНЦИЯ ОРЛАНДОВЦИ
routes,long_name,en,TSENTRALNA GARA - Selo Podgumer - TSENTRALNA GARA,,,ЦЕНТРАЛНА ГАРА - Село Подгумер - ЦЕНТРАЛНА ГАРА
routes,long_name,en,Gara Zaharna fabrika - METROSTANTSIYA VITOSHA - Gara Zaharna fabrika,,,Гара Захарна фабрика - МЕТРОСТАНЦИЯ ВИТОША - Гара Захарна фабрика
routes,long_name,en,ZH.K.IVAN VAZOV - NADLEZ NADEZHDA - ZH.K.IVAN VAZOV,,,Ж.К.ИВАН ВАЗОВ - НАДЛЕЗ НАДЕЖДА - Ж.К.ИВАН ВАЗОВ
routes,long_name,en,ZH. k. Obelia-2 - ZH.K. IVAN VAZOV - ZH. k. Obelia-2,,,Ж. к. Обеля-2 - Ж.К. ИВАН ВАЗОВ - Ж. к. Обеля-2
routes,long_name,en,Selo Dolni Bogrov - AVTOSTANTSIYA IZTOK - Selo Dolni Bogrov,,,Село Долни Богров - АВТОСТАНЦИЯ ИЗТОК - Село Долни Богров
routes,long_name,en,KV. HRISTO BOTEV - STIND - KV. HRISTO BOTEV,,,КВ. ХРИСТО БОТЕВ - СТИНД - КВ. ХРИСТО БОТЕВ
routes,long_name,en,ZH.K. MLADOST 2 - UL. VISHOVGRAD - ZH.K. MLADOST 2,,,Ж.К. МЛАДОСТ 2 - УЛ. ВИШОВГРАД - Ж.К. МЛАДОСТ 2
routes,long_name,en,Mitnitsa Suhodol - NTS PO REHABILITATSIYA - Mitnitsa Suhodol,,,Митница Суходол - НЦ ПО РЕХАБИЛИТАЦИЯ - Митница Суходол
routes,long_name,en,PL. ZHURNALIST - Ploshtad Lаvov most - PL. ZHURNALIST,,,ПЛ. ЖУРНАЛИСТ - Площад Лъвов мост - ПЛ. ЖУРНАЛИСТ
routes,long_name,en,NSBAL PO ONKOLOGIYA - TEHNOPOLIS ZH.K. MLADOST-4 - NSBAL PO ONKOLOGIYA,,,НСБАЛ ПО ОНКОЛОГИЯ - ТЕХНОПОЛИС Ж.К. МЛАДОСТ-4 - НСБАЛ ПО ОНКОЛОГИЯ
routes,long_name,en,Selo German - S. Krivina - Selo German,,,Село Герман - С. Кривина - Село Герман
routes,long_name,en,ZH.K.LYULIN 3 - UHO - ZH.K.LYULIN 3,,,Ж.К.ЛЮЛИН 3 - УХО - Ж.К.ЛЮЛИН 3
routes,long_name,en,Bul. Nikola Petkov - Kv. Orlandovtsi - Bul. Nikola Petkov,,,Бул. Никола Петков - Кв. Орландовци - Бул. Никола Петков
routes,long_name,en,Hotel Moreni - ZOOPARKA - Hotel Moreni,,,Хотел Морени - ЗООПАРКА - Хотел Морени
routes,long_name,en,KOKALYANSKO HANTCHE - AVTOSTANTSIYA GEO MILEV - KOKALYANSKO HANTCHE,,,КОКАЛЯНСКО ХАНЧЕ - АВТОСТАНЦИЯ ГЕО МИЛЕВ - КОКАЛЯНСКО ХАНЧЕ
routes,long_name,en,KMETSTVO ZHELEZNITSA - Metrostantsiia Vitosha - KMETSTVO ZHELEZNITSA,,,КМЕТСТВО ЖЕЛЕЗНИЦА - Метростанция Витоша - КМЕТСТВО ЖЕЛЕЗНИЦА
routes,long_name,en,ZH.K. OBELYA 1 - S. Miroviane - ZH.K. OBELYA 1,,,Ж.К. ОБЕЛЯ 1 - С. Мировяне - Ж.К. ОБЕЛЯ 1
